,address,area,building_year,facts,heizkosten,image,kaltmiete,kaution,keywords,nebenkosten,num_rooms,online_id,parking,text_ausstattung,text_description,text_lage,text_sonstiges,text_summary,title,url,warmmiete,postcode,Balcony_Terrace,Elevator
20,"13599 Berlin (Haselhorst), Zernseestr. 7",56.26,Baujahr 2020,"Balkon, Personenaufzug","118,15 €",https://media-pics1.immowelt.org/0/A/A/7/528D71EF21164C0C8D7194243EDD7AA0.jpg,618.86,"1856,58","Anzahl Balkone: 1, 5 Etagen","118,15",2.0,2vpq34d,,"Breitbandkabel, Ww-Erzeugung dezentral Wärmetauscher, Bad",,,"Weitere aktuelle Inserate finden Sie unter www.gewobag.de. Sie erreichen uns tagsüber telefonisch unter 0800 4708-800 oder persönlich in unseren Quartierbüros. Die Öffnungszeiten erfahren Sie unter www.gewobag.de/quartierbueros.
Unsere Angebote sind provisionsfrei. Als Mieter zahlen Sie für die Vermittlung des Mietvertrags keine Provision, sofern Sie nicht selbst einen Vermittler/Makler beauftragt haben. Im Auftrag der Gewobag tätige Vermittler werden keine Provision von Ihnen verlangen.",WATERKANT Neubau Erstbezug,WATERKANT Neubau Erstbezug Etagenwohnung Berlin (2VPQ34D) ,https://www.immowelt.de/expose/2vpq34d,"118,15 €",13599,True,True
21,"12555 Berlin (Köpenick), Grünstraße 7",47.0,Baujahr 2020,"barrierefrei, Personenaufzug",,https://media-pics1.immowelt.org/2/C/B/9/80DCEE4F37444D79A05EA2E8532C9BC2.jpg,752.0,"2.256,00","Nutzfläche: 47,00 m², Anzahl der Badezimmer: 1, Anzahl Balkone und Terrassen: 1, Balkon-Terrassen-Fläche: 5,00 m², Anzahl der Wohneinheiten: 26, Anzahl der Gewerbeeinheiten: 2",116,1.0,2v3s64d,,"Terrasse
Wasserblick
Einbauküche
Walk-In-Shower
Fußbodenheizung
bodentiefe Doppelfenster
3-fach Isolierung
Deckenhöhe ca. 3 Meter
Personenaufzug
Gegensprechanlage
repräsentatives Foyer
Fahrradabstell-Möglichkeiten",,,Wir freuen uns auf Ihre Kontaktanfrage!,Kleines Loft mit Wasserblick und Terrasse,Kleines Loft mit Wasserblick und Terrasse Wohnung Berlin (Köpenick) (2V3S64D) ,https://www.immowelt.de/expose/2v3s64d,116 €,12555,False,True
22,10178 Berlin (Mitte),190.4,Baujahr 2004,"Terrasse, Gäste WC, Kelleranteil, saniert, barrierefrei, Personenaufzug, Einbauküche, Zentralheizung",,https://media-pics2.immowelt.org/9/5/0/B/FEBEECA58663457297AA076CBA0BB059.jpg,3617.6,"10.852,80","Stellplatz vorhanden, Anzahl der Schlafzimmer: 3, Anzahl der Badezimmer: 2, Anzahl Terrassen: 2, 8 Etagen, modernisiert: 2019","761,60",4.0,2vksm4e,,,,,,4 zi-whg 2 balkone ebk aufzug concierge TG gg vom humboldtforum (5.1),4 zi-whg 2 balkone ebk aufzug concierge TG gg vom humboldtforum (5.1) Etagenwohnung Berlin (2VKSM4E) ,https://www.immowelt.de/expose/2vksm4e,"761,60 €",10178,True,True
23,"12489 Berlin (Adlershof), Handjerystraße 28 a",81.68,Baujahr 1996,"Balkon, seniorengerechtes Wohnen, Personenaufzug, Zentralheizung",110 €,https://media-pics2.immowelt.org/9/9/1/D/D9564BCD01934F5CA7D253F5DF85D199.jpg,750.64,"2.251,92","Anzahl der Badezimmer: 1, Anzahl Balkone: 1, Bundesland: Berlin, Zustand nach Vereinbarung",110,3.0,2vdgl4e,,,,,"Für den Zeitraum der Geltung des Gesetzes zur Mietenbegrenzung im Wohnungswesen in Berlin (MietenWoG Bln) ist von Ihnen nach der im MietenWoG Bln maximal geltenden Mietobergrenze lediglich die Nettokaltmiete von 8,31 €/m² zu zahlen. Dies entspricht einer Gesamtnettokaltmiete von 678,76 € monatlich.",3-Zimmer-Wohnung in Berlin Adlershof,3-Zimmer-Wohnung in Berlin Adlershof Etagenwohnung Berlin (2VDGL4E) ,https://www.immowelt.de/expose/2vdgl4e,"750,64",12489,True,True
24,10178 Berlin (Mitte),185.5,Baujahr 2004,"Terrasse, Gäste WC, Kelleranteil, barrierefrei, Personenaufzug, Einbauküche, Zentralheizung, Neubau",780 €,https://media-pics1.immowelt.org/3/B/5/0/0490A47F7D5643409AD63E826EE005B3.jpg,3216.57,"9.649,71","Stellplatz vorhanden, Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 1, Anzahl Terrassen: 2, 8 Etagen",780,4.0,2vasm4e,,,,,,repräsentative 4 zi-whg vis-à-vis der museumsinsel aufzug concierge EBK balkon (2.3),repräsentative 4 zi-whg vis-à-vis der museumsinsel aufzug concierge EBK balkon (2.3) Etagenwohnung Berlin (2VASM4E) ,https://www.immowelt.de/expose/2vasm4e,780 €,10178,True,True
25,"10245 Berlin Friedrichshain, Simon-Dach-Str 22",42.0,Baujahr 1900,"Bad mit Wanne, saniert, Einbauküche, Dielenboden, Zentralheizung",200 €,https://media-pics2.immowelt.org/8/E/1/1/65F87070E4874B6799AA008ADA3911E8.jpg,900.0,3-fache,"Nutzfläche: 42,00 m², Gesamtfläche: 42,00 m², Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Bundesland: Berlin",200,1.0,2v7an4e,,"Ruhige möblierte 1-Zimmer-Altbauwohnung im Quergebäude 2.OG mit einer Fläche von ca. 42 m² per sofort zu vermieten.
Die Mindestmietdauer beträgt 6 Monate.
Die Wohnung ist mit Dielen ausgelegt.
Das Apartment ist mit einer Einbauküche versehen worden.
Eine komplette Ausstattung an Koch- und Essgeschirr ist vorhanden.
---
Quiet furnished 1-room Apartment in the wing second floor with an area of approximately 42 m² to rent.
The minimum rental period is 6 months.
The apartment is laid out with planks.
The apartment has been provided with a fitted kitchen.
A complete equipment of cooking and eating utilities are available.",,,,möbliertes Wohnen im Herzen von Friedrichshain/ furnished studio in the heart of Friedrichhain,möbliertes Wohnen im Herzen von Friedrichshain/ furnished studio in the heart of Friedrichhain Apartment Berlin Friedrichshain (2V7AN4E) ,https://www.immowelt.de/expose/2v7an4e,200 €,10245,False,False
26,"10315 Berlin (Friedrichsfelde), Rosenfelder Ring 158",85.29,Baujahr 2020,"Stellplatz, rollstuhlgerecht, Personenaufzug, Einbauküche","170,58 €",https://media-pics1.immowelt.org/4/4/6/0/AF82BC95D14C4FCBB9CADCEB78CA0644.jpg,1322.0,3966,"Nutzfläche 85,29 m²","170,58",4.0,2vwpn4e,,"Nicht nur das perfekte Zuhause, sondern ein Lebensgefühl. Frisch, anders, sonnendurchflutet mit viel Platz zur Gestaltung der eigenen 4 Wände. Willkommen im neuen Wohnquartier. Ausdrucksstark, charmant, einladend. Echtholzparkett, Marken-Einbauküche incl. Geräte (Cerankochfeld, Flachschirm-Dunstabzugshaube, Kühl-Gefrierkombination, Geschirrspülmaschine, Edelstahlspüle mit Armatur), Fußbodenheizung, weiße glatte Wände, Bäder mit Marken-Sanitärobjekten, Waschtisch, verchromte Armaturen, Badewanne und/oder Dusche. Auf Anfrage online-Besichtigung.
Es stehen mehrere Wohnungen zur Verfügung.
Wir freuen uns auf Sie.
Infos finden Sie unter:
www.leo.buwog.com","Ausdrucksstark, charmant, einladend: Das neu entstehende Wohnquartier LEO Urban Living in Berlin-Friedrichsfelde wird zur modernen Ruheinsel mitten im Großstadtleben. Hochwertig ausgestattete Neubau-Mietwohnungen mit 30 m2 bis 104 m2 Wohnfläche vereinen Komfort und Wohlfühlen aufs Schönste. Machen Sie hier Ihre idealen Lebensentwürfe.",,"Energieausweis
Ausweistyp: bedarfsausweis
Energiebedarf: 30 kWh/(m²*a)
Energieträger: Fernwärme
Warmwasser enthalten: ja",Traumwohnung. Erstbezug.,Traumwohnung. Erstbezug. Etagenwohnung Berlin (2VWPN4E) ,https://www.immowelt.de/expose/2vwpn4e,"170,58 €",10315,False,True
27,10179 Berlin (Mitte),201.0,Baujahr 2016,"Terrasse, Garten, Gäste WC, Kelleranteil, Einbauküche, Zentralheizung, Neubau",,https://media-pics2.immowelt.org/A/1/E/D/95DD994079764E1A8170AE526173DE1A.jpg,4950.0,"14.850,00","Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 2, Anzahl Terrassen: 1",580,3.0,2vsxm4e,,,,,,lebensräume als kunstwerk : aussergewöhnliche maisonette-whg mit garten,lebensräume als kunstwerk : aussergewöhnliche maisonette-whg mit garten Maisonette Berlin (2VSXM4E) ,https://www.immowelt.de/expose/2vsxm4e,580 €,10179,True,False
28,"10245 Berlin Friedrichshain, Simon-Dach-Str 22",42.0,Baujahr 1900,"Bad mit Wanne, saniert, Einbauküche, Dielenboden, Zentralheizung",200 €,https://media-pics2.immowelt.org/E/3/B/0/1629BC5497BB454395D77C3F77F30B3E.jpg,900.0,3-fache,"Nutzfläche: 42,00 m², Gesamtfläche: 42,00 m², Anzahl der Schlafzimmer: 1, Anzahl der Badezimmer: 1, Bundesland: Berlin",200,1.0,2vlan4e,,"Ruhige möblierte 1-Zimmer-Altbauwohnung im Quergebäude 2.OG mit einer Fläche von ca. 42 m² per sofort zu vermieten.
Die Mindestmietdauer beträgt 6 Monate.
Die Wohnung ist mit Dielen ausgelegt.
Das Apartment ist mit einer Einbauküche versehen worden.
Eine komplette Ausstattung an Koch- und Essgeschirr ist vorhanden.
---
Quiet furnished 1-room Apartment in the wing second floor with an area of approximately 42 m² to rent.
The minimum rental period is 6 months.
The apartment is laid out with planks.
The apartment has been provided with a fitted kitchen.
A complete equipment of cooking and eating utilities are available.",,,,möbliertes Wohnen im Herzen von Friedrichshain/ furnished studio in the heart of Friedrichhain,möbliertes Wohnen im Herzen von Friedrichshain/ furnished studio in the heart of Friedrichhain Etagenwohnung Berlin Friedrichshain (2VLAN4E) ,https://www.immowelt.de/expose/2vlan4e,200 €,10245,False,False
29,"10117 Berlin (Mitte), Behrenstraße 28",155.0,Baujahr 1996,"Bad mit Wanne, Gäste WC, Kelleranteil, Einbauküche, Zentralheizung, Neubau",540 €,https://media-pics2.immowelt.org/A/0/3/E/28FFCE9ECACF413AA5C8FF7C67ACE30A.jpg,2000.0,"6.000,00","Tiefgarage vorhanden, Gesamtfläche: 155,00 m², Anzahl der Schlafzimmer: 2, Anzahl der Badezimmer: 1, Bundesland: Berlin, Wohnungsnr.: 703",540,3.0,2vg2q4e,,"Es steht eine voll möblierte Maisonette im DG zur Anmietung
Merkmale / Ausstattung
- offenes, modern eingerichtetes Wohnzimmer
- zwei weiter Wohnräume im oberen Stockwerk (8.OG)
- moderner Küchenraum mit komplett ausgestatteter Einbauküche (Holzvertäfelung)
- exklusives, innenliegendes Wannenbad mit zwei Waschbecken, Bidet und beheitzen Handtuchhalter
- separates Gäste WC
- Einbauschränke (Holzvertäfelung)
- zwei Abstellräume
- gemütlicher Kamin
- massiver Parkettfußboden (Kirsche)
- Fußbodenheizung
- Keller
- hoher Sicherheitsstandard (24 Std. Sicherheits-Service, Video-Überwachung)
- Tiefgaragenstellplatz optional (100 € / mtl)
*1 Jahr Mindestmietdauer*
Baujahr: 1996
Heizungsart:  Zentralheizung
Wesentliche Energieträger: Fern- / Nahwärme
Energieausweistyp: Verbrauchsausweis
Energieeffizienzklasse: B
Energieverbrauchskennwert:    53 kWh/(m²*a)
E-Ausweis ist anbei!",,,"Individuelle Besichtigungstermine sind nach Vereinbarung möglich:
Büro: 030 / 516 32 32 0
oder
mail: dkerem@schoenlife.de
Gerne können Sie Herrn Kerem auch direkt auf dem Handy kontaktieren und einen individuellen Termin abstimmen! 0163 / 238 75 80",Möbliertes Maisonette-DG am Gendarmenmarkt! *EBK*,Möbliertes Maisonette-DG am Gendarmenmarkt! *EBK* Maisonette Berlin (2VG2Q4E) ,https://www.immowelt.de/expose/2vg2q4e,540 €,10117,False,False
30,"12203 Berlin (Lichterfelde), Hindenburgdamm 59",144.0,Baujahr 1959,"Bad mit Wanne, Einbauküche, Zentralheizung",420 €,https://media-pics2.immowelt.org/8/0/8/8/3CF52860F9EB4F459C859E96C5638808.jpg,1374.0,"4.122,00","Gesamtfläche: 144,00 m², Anzahl der Schlafzimmer: 4, Anzahl der Badezimmer: 2, Bundesland: Berlin, Lage im Wohngebiet",420,5.0,2vdbp4e,,"Zur Vermietung steht eine moderne Maisonette-Wohnung im Vorderhaus mit Terrasse.
Ausstattung / Merkmale:
- geräumiges Wohnzimmer mit Terrassenzugang
- sonnige Terrasse
- 3 separate Schlafzimmer
- Bürozimmer (Durchgang)
- Küche mit EBK, Sitz-Tresen, Ceranfeld und Spülmaschine
- gefliestes Duschbad mit Pissoir
- helles Badezimmer mit Wanne, Bidet und Doppelwaschbecken
- Holztreppe ins DG
- Abstellraum
- Laminatfussboden
- PKW-Stellplatz (30,00 €/mtl)
- Aufzug
*2 Jahre Mindestmietdauer*
*INDEXMIETE*
***Die Kaltmiete der Wohnung wird entsprechend dem aktuell, gültigen Mietendeckel zunächst abgesenkt (auf 1.302,00 €).
Sollte der Mietendeckel gekippt werden, erhöht sich die Miete um 0,50€ /m² (auf 1.374,00 €).***
Baujahr: 1959
Heizungsart:  Zentralheizung
Wesentliche Energieträger: Erdgas
Energieausweistyp: Verbrauchsausweis
Energieeffizienzklasse: D
Energieverbrauchskennwert:    105 kWh/(m²*a)
E-Ausweis ist anbei!",,,"Die Wohnung kann auch nach vorheriger Rücksprache besichtigt werden:
per mail: info@schoenlife.de",Charmantes Maisonette-DG im beliebten Steglitz! *Terrasse / EBK*,Charmantes Maisonette-DG im beliebten Steglitz! *Terrasse / EBK* Maisonette Berlin (2VDBP4E) ,https://www.immowelt.de/expose/2vdbp4e,420 €,12203,False,False
31,"10439 Berlin (Pankow), Wisbyer Str. 69",37.0,Baujahr 1905,"Bad mit Wanne, Einbauküche, Zentralheizung",80 €,https://media-pics1.immowelt.org/3/F/B/E/AEB7FA7F32B24C20A76C3699EC47EBF3.jpg,709.25,"2.127,75",5 Etagen,80,1.0,2vt5w4e,,"Allgemein
- verputzte Wände
Küche
- Geschirrspüler",,,"In dem Mietvertrag wird eine Nettokaltmiete in Höhe von 709.25 Euro vereinbart.
Es wird ausdrücklich darauf hingewiesen, dass vor dem Hintergrund des Berliner Mietendeckels während des Geltungszeitraums des MietenWoG Bln lediglich eine Nettokaltmiete in Höhe von 275.84 Euro  gefordert und entgegengenommen wird.
Die im Mietvertrag vereinbarte Nettokaltmiete in Höhe von 709.25 Euro wäre dann vollständig zu zahlen, wenn sich die Verfassungswidrigkeit oder sonstige Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, erweisen sollte, dass MietenWoG Bln endet, außer Vollzug gesetzt wird oder in sonstiger Weise außer Kraft tritt.
Bei einer Verfassungswidrigkeit oder sonstigen Nichtigkeit des MietenWoG Bln, ganz oder teilweise im Hinblick auf die für die Miete nach dem MietenWoG Bln relevanten Teile, würde der Vermieter die Differenz zwischen der im Mietvertrag vereinbarten Miete und der nach dem MietenWoG Bln zulässigen Miete seit dem Beginn der Pflicht zur Zahlung der Miete nachfordern.",Umfassend modernisierte Wohnung mit Einbauküche,Umfassend modernisierte Wohnung mit Einbauküche Etagenwohnung Berlin (2VT5W4E) ,https://www.immowelt.de/expose/2vt5w4e,80 €,10439,False,False
32,14169 Berlin (Zehlendorf),104.0,Baujahr 1966,"Balkon, Garten, Gäste WC, renoviert, Einbauküche, Neubau",140 €,https://media-pics2.immowelt.org/C/C/F/E/6E8A5FCD07CD48A2997C2DFF5DFFEFCC.jpg,800.0,"2400,00",Anzahl Balkone: 1,140,4.0,2vgu74d,,"Keller mit fester Tür und Schloss. Waschküchenmitbenutzung. Wäscheleine im Garten. Fahrradbügel.
Bisher keine Kosten für Hausreinigung und Gartenpflege, da diese mieterseitig (Aufwand gering) zu übernehmen sind. Die Gartenfläche unter dem Balkon steht zur alleinigen Nutzung zur Verfügung.","Zimmer mit Holzparkett und Laminat ausgelegt. Gefliestes Bad mit Wanne und Teil-Duschtrennwand sowie Gästetoilette. Alle Zimmer separat zugänglich. Eine große Flügeltür existiert zusätzlich zwischen den beiden Wohnzimmern.
Einbauküche mit Geräten (ca. 3,5 Jahre alt) und ein maßangefertigtes Bücherregal im Wohnzimmer sollten zusammen mit einer Ablösevereinbarung übernommen werden.
Kaltmiete 800,00 € mtl. , zzgl. VZ kalte Betriebskosten z.Z. 140,00 € mtl. zzgl. Heizung über Strom-Nachtspeicheröfen (Stromanbieter mit dem günstigeren Nachtstromtarif ist selbst zu beauftragen).
Unter Beibehaltung der derzeitigen Kaltmiete und der Betriebskosten ist mit einer mtl. Gesamtmiete warm von ca. 1.200,- bis 1.350,- € (abhängig vom Heizverhalten und Warmwasserverbrauch) zu rechnen.  Kaution: 3 Nettokaltmieten","In Absprache mit dem Eigentümer suchen wir Nachmieter für unsere schöne große Wohnung im Grünen (Hochparterre) mit eigenem kleinem Garten und großem Balkon. Sehr ruhiges 4-Familienhaus in Berlin-Zehlendorf. Gute Verkehrsanbindungen (S-Bahn, U-Bahn, Bus X10, 115, 285, 623), Parkplätze vor dem Haus sind in der Regel vorhanden. Dreipfuhlpark und Fischtalpark fußläufig in der Nähe.","Frei ab 01.08. bzw. 01.09.2020 oder nach Absprache. Gute Bonität erforderlich.
Vor-Ort Besichtigung unter Einhaltung der gebotenen Abstandsregelungen kurzfristig möglich.",4-Zimmer-Wohnung mit Balkon in Berlin Zehlendorf -  Aufgrund der Altersstruktur im Haus: ruhiges älteres Paar ohne Kinder erwünscht. Keine Haustiere.,4-Zimmer-Wohnung mit Balkon in Berlin Zehlendorf -  Aufgrund der Altersstruktur im Haus: ruhiges älteres Paar ohne Kinder erwünscht. Keine Haustiere. Wohnung Berlin (2VGU74D) ,https://www.immowelt.de/expose/2vgu74d,140 €,14169,True,False
33,"13187 Berlin (Pankow), Pestalozzistraße 36",87.59,Baujahr 1995,"Balkon, Bad mit Wanne, Gäste WC, Kelleranteil, Personenaufzug, Einbauküche, Neubau",223 €,https://media-pics1.immowelt.org/7/0/4/1/1B84AB4980554CF0B530FAD15C2B1407.jpg,990.0,"2.970,00",,223,3.0,2vr494d,,,"Das 1995 errichtete Gebäude, wird von einem Hausmeister betreut und gepflegt. Zu der Wohnung gehören ein Keller und ein Fahrradraum, für Ihren mobilen Zweirad-Liebling.","Das Objekt liegt in Pankow, einem nördlichen Bezirk von Berlin, mit optimaler Verkehrsanbindung. Durch das Einkaufszentrum „Rathaus-Pankow“, welches quasi nur einen Katzensprung von Ihrer neuen Haustür entfernt liegt, brauchen Sie nie lange Wege beim Einkaufen machen und haben sehr viele Geschäfte des täglichen Bedarfs in schnell erreichbarer Nähe. Wenn Ihnen das noch nicht reicht, gibt es im Zentrum Berlins alles was das Herz begehrt, von Juwelieren, über Ärzte, bis hin zu Modeboutiquen und riesigen Shopping-Malls. In das Zentrum Berlins benötigen Sie mit dem PKW ca. 20 Minuten Fahrzeit.",,"Pärchen- & Familienwohnung mit Balkon, Gäste-WC, Fußbodenheizung & Fahrstuhl!","Pärchen- & Familienwohnung mit Balkon, Gäste-WC, Fußbodenheizung & Fahrstuhl! Etagenwohnung Berlin (2VR494D) ",https://www.immowelt.de/expose/2vr494d,223 €,13187,True,True
34,"13125 Berlin (Karow), Frundsbergstr. 49",119.0,Baujahr 2020,"Terrasse, Garten, Bad mit Wanne, Gäste WC, barrierefrei, Einbauküche, Neubau",,https://media-pics1.immowelt.org/4/C/2/9/6E8930D99294425B9549A415C0D892C4.jpg,1798.0,5394,Anzahl Terrassen: 1,240,4.0,2vxpp4e,,"Die Wohnung ist mit einer modernen Einbauküche mit Geräten inkl. Geschirrspülmaschine ausgestattet. Die Böden in den Zimmern sind mit Parkett belegt, alle Decken und Wände sind weiß gestrichen. An allen Fenstern gibt es Rollläden. Es gibt ein Bad mit Badewanne und WC sowie ein Bad mit Dusche und WC. Besonderer Blickfang ist die Duschtrennwand aus Glasbausteinen mit integrierter Beleuchtung. Die Bäder, Küche und der Flur sind gefliest. Die Wohnung verfügt über Fußbodenheizung und einen Hauswirtschaftsraum. Die Beheizung sowie die Warmwasserbereitung erfolgen über eine eigene Erdwärmepumpe. Der an die Wohnung angrenzende Gartenbereich wird zur alleinigen Nutzung mitvermietet.",Vermietet wird eine 4-Zimmer-Wohnung im Erdgeschoss eines modernen Neubaus.,"Das ruhig gelegene Objekt befindet in direkter Nähe zum S-Bahnhof Berlin-Karow (S2). Supermärkte, Schulen, Kitas und Restaurants sind fußläufig erreichbar. Der 3km entfernte Krankenhaus- und Forschungsstandort Berlin- Buch ist mit 3  km Entfernung per S-Bahn, Fahrrad oder Auto schnell erreichbar. In 30 Minuten ist man mit dem Auto oder öffentlichen Verkehrsmitteln in der Berliner Innenstadt (Mitte, Tiergarten, Wedding, Kreuzberg).",,Barrierefreie 4-Raum-Wohnung mit Terrasse und Garten,Barrierefreie 4-Raum-Wohnung mit Terrasse und Garten Wohnung Berlin (2VXPP4E) ,https://www.immowelt.de/expose/2vxpp4e,240 €,13125,True,False
35,10178 Berlin (Mitte),190.4,Baujahr 2004,"Terrasse, Kelleranteil, barrierefrei, Personenaufzug, Einbauküche, Zentralheizung, Neubau",,https://media-pics1.immowelt.org/6/E/9/1/2A9ADF9E866D440D83A98A8D6CD219E6.jpg,3495.74,"10.487,22","Stellplatz vorhanden, Anzahl der Schlafzimmer: 3, Anzahl der Badezimmer: 2, Anzahl Terrassen: 2, 8 Etagen, modernisiert: 2020",845,5.0,2vcsm4e,,,,,,5 zi-whg an der museumsinsel 2 balkone aufzug concierge TG EBK (3.1),5 zi-whg an der museumsinsel 2 balkone aufzug concierge TG EBK (3.1) Etagenwohnung Berlin (2VCSM4E) ,https://www.immowelt.de/expose/2vcsm4e,845 €,10178,True,True
