address,area,attic,available_from_date,available_to_date,balcony,bath,bath_availability,bike_cellar,cable_tv,carpet,cellar,dishwasher,elevator,energy_building_year,energy_certificate_type,energy_consumption,energy_efficiency_class,energy_source,flatshare_friendly,floor_level,floorboards,freetext_area_description,freetext_other,freetext_property_description,furnished,garden,geo_latitude,geo_longitude,green_energy,guest_toilet,handicap_accessible,heating,heizungskosten,image,internet_dsl,internet_dsl_speed,internet_flatrate,internet_provider_change,internet_wlan,kaltmiete,kaution,kitchen_availability,laminate,linoleum,nebenkosten,num_rooms,offer_id,offer_in_exchange,online_tour,parking_option,parquet,partly_furnished,pets_allowed,phone_analog,phone_flatrate,phone_isdn,phone_voip,postcode,preis_qm_kalt,public_transport_in_minutes,satellite_tv,shared_garden,shower,smoking_is_allowed,terrace,tiles,title,underfloor_heating,url,warmmiete,washing_machine
Kaiser-Friedrich-Str. 5a,99,0,2020-06-19,0000-00-00,1,1,0,0,,0,0,0,1,1987,2,97,5,5,1,10,0,,,"Objektbeschreibung
Das Haus liegt zentral, nähe Schloss Charlottenburg.
Die angebotene Wohnung liegt ruhig im Hochparterre des Hauses.
Die Wohnung verfügt über gefliestes Wannenbad.
Der Fußboden verfügt über Fliesen und Laminat.
Das Haus wird über eine Zentralheizung beheizt.
Das Badezimmer ist geräumig, verfügt über eine Badewanne und eine Waschmaschine kann noch hineingestellt werden, die Anschlüsse sind vorhanden.

Die Wohnung möchte ich mindestens für 2 Jahre vermieten.

Bei Interesse an der Wohnung, bitte über das Kontaktformular eine Nachricht mailen und werde mich bei Ihnen melden.

English:
The house is centrally located, near Charlottenburg Palace. 
The offered apartment is quietly located on the mezzanine floor of the house. 
The apartment has a tiled bath. 
The floor has tiles and laminate. 
The house is heated by central heating. 
The bathroom is spacious, has a bathtub and a washing machine can still be put in, the connections are available. 

I would like to rent the apartment for 2 years. 

If you are interested in the apartment, please email a message using the contact form and I will contact you.


Lage
Das Haus befindet sich zentral gelegen, nähe Schloss Charlottenburg.
Viele Sehenswürdigkeiten, Bars, Cafes, Restaurants und Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe.
Sehr gute Anbindung an öffentliche Verkehrsmittel: Die U-Bahnstationen Richard-Wagner-Platz der Linie U7, sowie BUS-Haltestellen sind in unmittelbarer Nähe.

English:
The house is centrally located, near Schloss Charlottenburg Palace. 
Many sights, bars, cafes, restaurants and shops are in the immediate vicinity. 
Very good connection to public transport: The underground station Richard-Wagner-Platz of the U7 line and bus stops are in the immediate vicinity.


Eine Besichtigung kann kurzfristig, auch am Wochenende durchgeführt werden.

A visit can be made at short notice, even on weekends.",0,0,52.517566,13.300259,1,0,2,1,,,,,,,,1450,4350,0,1,0,200,3,7956020,,,1,0,0,,,,,,10585,14.646464646464647,4,,0,0,,0,1,"wunderschöne, gut geschnittene 3-Zi-Wohnung 99qm nähe Schloss Charlottenburg zentral gelegen",0,,1650,0
Holzhauser Straße,52,0,2020-07-01,2019-03-21,0,1,0,1,,0,1,0,0,1930,,,,4,1,3,0,"Close to you is a small shopping center in the Ernststraße (5 min on foot), in Tegel is a bigger shopping mall Hallen Am Borsigturm ans Tegel center (7 min. with the bus 125). From the undergound station Holzhauser Straße (U6) take you the bus X33 direktion Märkisches Viertel, You are in 3 minutes by my home (station Holzhuser Straße/Schubartstraße, only one station).
 To the underground station Holzhauser Straße you take the bus X33 too, station Holzhauser Str./Schubartstr. (50 m from my home, direktion Rathaus Spandau), the bus comes everry 6-10 minutes. The bus 125 (direktion Frohnau Invalidensiedlung) takes you to the Tegel center in 7 minutes, the underground station Holzhauser Straße (U6) is by foot in 10 min. reachable. 
 In ummittelbarer Nähe sind zahlreiche Geschäfte, ein kleines Einkaufzentrum in der Ernststraße, nach Tegel (größeres Einkaufszentrum) fährst du direkt mit dem Bus 125 max. 7 min.
 Von der U-Bahn Station Holzhauser Straße (U6) kommst du zu meiner Wohnung mit dem Bus X33 Richtung Märkisches Viertel, nur eine Haltestelle Holzhauser Straße/Schubartstraße in 3 Minuten, von der Bushaltestelle Holzhauser Str./Schubartstr. (50 m) kommst du ebenfalls zu der U-Bahn station. Der Bus fährt alle 6-10 Minuten. Der Bus 125 bringt dich zum Tegel center in 7 Minuten (Bus Richtung Invalidensiedlung), U-Bahn Station Holzhauser Straße ist zu fuß in etwa 10 Minuten erreichbar.",,"The flat is fully equipped.
The flat (2 room apartment, 52 m²) is located in Berlin Tegel in an apartment building. You come in 20 minutes to the center of Berlin with the U-Bahn (undergound) U6, the Holzhauser Straße U-Bahn station to reach in about 5-7 minutes walk or you can take the bus, 50 m from house. The room and the shared flat are furnished and fully equipped. There are 2 beds 1,40x2,00 and in every room once more possibility to sleep.

Die Wohnung liegt in Berlin Tegel (Bezirk Reinickendorf) in einem Mehrfamilienhaus in Berlin Tegel, zum Flughafen sind es mit Auto 10 Minuten, sehr gute Anbindung an die Berliner city, Bushaltestelle 50 m, nächste U-Bahn Station Holzhauser Straße in 6-8-Minuten erreichbar.
Die WG ist voll möbliert und voll ausgestattet. Es gibt jeweils ein Bett 1,40x2,00 und in jedem Zimmer noch eine Schlafmöglichkeit für eine Person. Ich wohne nicht in der Wohnung. Haustiere und Rauchen sind nicht erlaubt.",1,0,52.582828,13.307151,1,0,2,1,,,,,,,,1090,,1,1,0,190,2,5800452,,,1,0,0,,,,,,13509,20.96153846153846,1,,1,0,,0,0,Cosy  flat/4 persons/n Berlin Tegel /fully equipped/ from 01.07.20,0,,1280,1
Wattstraße,75,0,2020-07-01,0000-00-00,0,1,0,0,,0,1,0,0,1918,,,,,1,1,0,"Die Wohnung liegt in unmittelbarer Nähe zur Wuhlheide (5min zu Fuß) in einer ruhigen Nebenstraße, welche mit einer Kleingartenanlage endet. Die Spree liegt nur zwei Querstraßen weiter und wird gern für SUP u.Ä. genutzt.  
 Weiteres Grün kann mit einer Miniradtour schnell erreicht werden: Der  Plänterwald (auch die Fährüberfahrt ist prima und der Evergreen für die Jüngsten:) Treptower-Park, Köllnische Heide, Königsheide.

Die Umgebung ist mit ihren vielen Spielplätzen etc. sehr familienfreundlich.  OSW, das neue Chicago, ist Teil der Künstler*innenszene in „Megaschöneweide“ und sehr kreativ. Für mehr Infos zum Kiez besucht gern den gleichnamigen Blog ;)",Zur oben genannten Miete  muss noch die monatliche Gasabrechnung mit einkalkuliert  werden. Bei uns sind es aktuell 90€/Monat (Yello Strom).,"*** Tausch gegen eine 3+ Zimmer Wohnung***

Die Tauschwohnung sollte in etwa genauso groß (je nach Schnitt), deren Miete jedoch nicht exorbitant hoch sein;  insgesamt gepflegt und ihren eigenen Charme mitbringen! 
 Wir bieten:

Eine helle Altbau-Erdgeschosswohnung mit reichlich Stauraum (Zwischenablage im Flur+Bad). Sie ist  ideal für eine Familie, aber grundsätzlich auch für eine WG-geeignet und verfügt über drei großzügige, teilweise mit Stuck versehene Zimmer, eine Küche und einem Wannenbad mit Fenster. Die EBK ist die eigene, könnte aber je nach Tauschangebot auch bleiben. Das Highlight ist der sehr gern genutzte Hof-Garten, welchen wir in Zusammenarbeit mit Nachbar*innen gestaltet haben.  Dank des Hochbeets wird in diesem Jahr erneut Frisches geerntet und ist für Groß&Klein eine schöne Beschäftigung. Wir mögen die Wohnung und das gesamte Rundherum sehr, können  uns aber einen Tausch mit ähnlichen Konditionen auch gut vorstellen. Die Tauschwohnung sollte vorzugsweise in:
Wedding, Neukölln, Kreuzberg, Friedrichshain, Moabit, Schöneberg, Charlottenburg...


Wenn ihr also meint das würde passen, meldet euch gern mit entsprechenden Infos und Photos.",0,1,52.466955,13.508880,0,0,2,2,,,,,,,,450,1350,0,0,0,141,3,8007399,,,1,0,0,,,,,,12459,6.0,0,,0,0,,0,0,SWAP-ONLY! Biete 3 ZKB - sonnig&ruhig,0,,591,0
Dubliner Str. 1,65,0,2020-07-01,0000-00-00,0,0,0,0,,0,0,0,0,,,,,,2,3,1,"Sehr gute Verkehrsanbindung. Es sind nur 2 Minuten Fußweg bis zur U6 Station Rehberge. Von hieraus ist man schnell im Zentrum zum Bespiel in der Friedrichstr. Es sind nur wenige Meter bis zum Schillerpark wo man super joggen kann.
Supermärkte, Apotheken und Ärzte befinden sich in unmittelbarer Umgebung in der Müllerstraße.","Ich möchte meinen kompletten Hausstand abgeben und verlange dafür eine Abstandszahlung von 3000 €. Diese ist verhandelbar. Diese sind:
Waschmaschine
Kühlschrank
Tisch
Stühle
Bett
Kleiderschrank
Schreibtisch
2 Sofas
Regale
Geschirr
Uvm.

Bei Interesse sendet mit bitte eine Nachricht, in der ihr euch kurz vorstellt und erzählt was ihr beruflich macht. Bitte sendet mir auch eure Telefonummer zu unter der ihr erreichbar seid. Freue mich auf eure Nachrichten.","Hallo,
Ich suche für meine schöne 2 Zimmer Wohnung langfristig einen Untermieter für mindestens 1 Jahr. Die Wohnung hat in beiden Zimmern abgezogene Dielen. Das Bad ist mit einer Badewanne ausgestattet. Die Küche ist mit ca. 18 qm sehr groß, sodass am Fenster Platz für Tisch und Stühle ist. Alle Einrichtungsgegenstände auf dem Foto sind inkludiert.",1,0,52.557032,13.341099,1,0,2,4,,,,,,,,500,1500,0,0,0,170,2,8059768,,,1,0,0,,,,,,13349,7.6923076923076925,0,,0,0,,0,0,"2 Zimmer 65qm, Untermiete, langfristig",0,,780,1
Andersenstraße,70,0,2020-08-01,0000-00-00,1,1,0,0,,0,0,0,0,,,,,,1,2,0,"Die Tram Station M13 und M50 liegt nur 2 min Fußweg entfernt. 
Die S-Bahn Station Bornholmer liegt 7 min Fußweg entfernt, wenn man gemütlich läuft. 
Die M1 und die Schönauer Allee sind in etwa 12 Min zu Fuß zu erreichen.","Freue mich auf passende Tauschangebote. Sollte ein Tausch zum 1.07. nicht möglich sein, würde auch der 1.08. gehen.","*BITTE NUR SCHREIBEN, WENN DU EIN PASSENDES TAUSCHANGEBOT HAST*
Ich würde gerne meine 2-Zimmer Wohnung im P-Berg gegen eine 1-Zimmer Wohnung im P-Berg tauschen.
Ein Balkon wäre natürlich ein Traum, aber kein absolutes Kriterium. 

Die Wohnung ist neu renoviert und sehr hochwertig. Im Flur, Bad und in der Küche sind Lichter in der Decke eingebaut.
Die Küche selbst ist ebenfalls neu und sehr hochwertig. (weiß/glänzend). Die Spülmaschine würde ich ggf. für eine Abschlagszahlung da lassen wollen. 
Im Bad ist eine Badewanne vorhanden, sowie Fenster und ein Waschmaschinenanschluss. Beide Räume sind sehr groß und ein Balkon ist ebenfalls vorhanden. Die Wohnung befindet sich im Seitenflügel, weshalb man die Ruhe genießen kann. 
Die Nachbarn sind auch alle sehr freundlich. 

Die Gesamtmiete liegt bei 1080 Euro.",0,0,52.555400,13.403959,0,0,2,0,,,,,,,,950,2850,0,0,0,130,2,7998310,,,3,1,0,,,,,,10439,13.571428571428571,2,,0,0,,0,1,"SWAP ONLY! SUCHE 1-Zimmer Wohnung im P-Berg, X-Berg oder Friedrichshain, biete 2 Zimmer Wohnung im P-Berg *TAUSCHANGEBOT IM PRENZLAUER BERG!*",0,,1080,0
Torfstraße 20,78,0,2020-07-01,0000-00-00,0,1,0,1,,0,1,1,0,,,,,,1,0,0,"Wedding/Mitte
1 min walk to Amrumerstraße Station where you can take U9 and 10 min walk to Westhafen Station where you can take the S-Bahn ring.",,"Beautiful 3 rooms apartment in Wedding/Mitte with a very quiet and nice privet garden.
Perfect for a couple or two roommates. Looking for someone to take over my contract at least for July and August and with a possibility for prolonging to a year.
The living room is very big and the kitchen is fully equipped with everything you need. The apartment is completely furnished.",1,1,52.541264,13.350369,0,0,1,0,,,,,,,,1000,,0,0,0,250,3,8059420,,,0,1,0,,,,,,13353,12.820512820512821,0,,0,0,,0,0,Beutifal big Alt-Bau apartment with a private garden,0,,1250,1
Tellstraße,60,0,2020-08-01,0000-00-00,1,1,0,0,,0,0,0,0,,,,,,1,0,1,,,"Biete eine Wohnung zum TAUSCH an. 
(Aktualisierung: Bitte meldet Euch nur, wenn Ihr eine Wohnung tauschen wollt. Ich schaffe es nicht, auf die vielen Anfragen ohne Tauschwohnung  zu antworten! 
Please only contact me, if you have an apartment to swap. Thank you!)


Es handelt sich um eine helle schöne Altbauwohnung mit Dielen und Balkon im Weserkiez. Die Wohnung wurde vor zwei Jahren renoviert und saniert. Bad und Küche wurden komplett erneuert. Die Fotos stammen aus dieser Zeit, bevor ich eingezogen bin. Sie ist weiterhin in einem sehr guten Zustand.
Das Schlafzimmer ist zum ruhigen Hinterhof, das Wohnzimmer nach vorn zu einer Nebenstraße, mit kleinem Balkon. 
Die Wohnung ist sehr ruhig, man hört weder Nachbarn noch Straßenlärm. Die Verkehrsanbindung ist super. 4 Minuten zum nächsten Bus, 10 min zum Herrmannplatz.
Es gibt eine Einbauküche, die zur Wohnung gehört. Es gibt eine nette Nachbarschaft. 

Wenn sie nicht zu klein für uns wäre, würde ich ewig wohnen bleiben...

Wir suchen eine Wohnung mit mindestens vier Zimmern in Nord-Neukölln oder Kreuzberg, die familiengeeignet ist.",0,0,52.487035,13.432717,0,0,2,0,,,,,,,,600,,1,0,0,150,2,7909439,,,2,0,0,,,,,,12045,10.0,4,,0,0,,0,0,Tausch: biete 2 Zimmer im Weserkiez gegen mind. 4 Zimmer,0,,750,0
Grolmanstr. 18,76,0,2020-08-10,0000-00-00,1,1,0,0,,0,0,1,1,1956,2,75,4,1,2,2,0,,,"Möbliert, voll ausgestattet, Auf Zeit oder unbefristet, zentral und ruhig, Fahrstuhl vorhanden.

Ich vermiete die Wohnung an sympatische vernünftige Familien or alleierziehenden Frauen. 

Die Wohnung ist voll ausgestattet, das Home Office (Schreibtisch von Ferro, Bürostühl) sind nicht auf die Fotos weil neu. 

Preis ist alles inkl, Internet, Kabel, Ökostrom usw...

https://www.immobilienscout24.de/expose/103370949",1,0,52.507975,13.320415,1,0,2,4,,,,,,,,1490,3300,1,1,0,0,3,8049113,,,2,0,0,,,,,,10623,19.605263157894736,5,,0,0,,0,0,"3-Zi. Familienwohnung mit Home-Office Austattung, Balkon, am Savignyplatz",0,,1490,1
Britzer Damm 41,70,0,2020-08-01,0000-00-00,1,1,0,0,,0,0,1,0,,2,,3,7,1,6,0,"Die Verkehrsanbindung ist durch die nähe zur Hermannstraße (U8 und Ringbahn) wie zur Grenzallee (U7) sehr gut. 2 Minuten von der Haustür entfernt befindet sich die Bushaltestelle des M44, der in die eine Richtung zur Hermannstraße, in die andere weiter ins beschauliche Britz führt.
Einkaufsmöglichkeiten (EDEKA, Penny, Rossmann, Tanke) sind innerhalb weniger Minuten erreichbar.
In 3 Minuten Fußweg erreicht man den Teltowkanal, an dem entlang man wunderbar spazieren, joggen oder verweilen kann.",,"Hallo!
Ich biete eine 3-Zimmer Wohnung am Britzer Damm, nahe Hermannstraße, zum Tausch an. Die Wohnung besteht aus 3 Zimmern, eins davon ca. 19qm, das zweite ca. 13qm und das dritte ca. 9qm. Sie verfügt über eine Einbauküche, Bad mit Badewanne und einen sehr schönen Dachgeschossbalkon. Einkaufsmöglichkeiten 5 Minuten entfernt, zum U-Bahnhof Hermannstraße (U8) sind es ca. 10 Minuten, zum Bahnhof Grenzallee (U7) ca. 15. Die Warmmiete beträgt 806 Euro, die Hausverwaltung ist direkt nebenan und verhält sich sehr großzügig :)

Wir sind alle drei Studenten am Ende unseres Bachelors und sind auf der Suche nach einer etwas größeren Wohnung ab ca. 80 qm, 3-4 Zimmer. Gerne in den Bezirken Friedrichshain, Kreuzberg, Neukölln, Schöneberg, Lichtenberg, Prenzlauer Berg oder Alt-Treptow. Bei 3-Zimmern sollte die Warmmiete nicht über 1400 Euro liegen, bei 4 Zimmern dementsprechend bei nicht mehr als 1800.
Falls ihr eine passende Wohnung habt kontaktiert mich gerne, falls sonst noch irgendwelche Fragen bestehen auch :)",0,0,52.459522,13.435886,1,0,2,1,,,,,,,,700,1400,1,1,0,106,3,8056994,,,3,0,0,,,,,,12347,10.0,10,,0,0,,0,0,Wohnungstausch/SWAP! 3-Zimmer Wohnung nähe U-Bhf Hermannstraße,0,,806,0
Boxhagener Str. 117,82,0,2020-07-01,0000-00-00,0,1,0,0,,1,1,0,1,,,,,,2,2,0,"Die Wohnung ist hell und sehr ruhig gelegen im 1. OG des Seitenflügels eines Altbaus in der Boxhagener Straße in Friedrichshain, einem der beliebtesten Kieze Berlins.",,"Die Wohnung befindet sich in einem um 1900 erbauten Altbau im 1. OG des Seitenflügels, der über einen Aufzug verfügt.
Sie hat 2 Zimmer, ein großes Bad mit Badewanne, eine große Küche und eine kleine Abstellkammer (s. Grundriss). 
Alle Zimmer haben Fenster, entweder in Richtung des großen Innenhofs oder in Richtung des Gartens des dahinter stehenden Loftgebäudes. 
Die Wohnung ist verfügt über Einbauküche, Gasherd und Kühlschrank, welche ablösefrei übernommen werden können, ebenso kann die schmale Schrankkonstruktion im Gang kostenlos übernommen werden.
An sich ist die Wohnung bezugsfertig. 
Zur Zeit liegt in den meisten Räumen Teppichboden, der je nach Geschmack entfernt/ausgetauscht werden kann. 
Das Dach und die Fenster des Hauses wurden 2009 saniert bzw. ausgetauscht. Laut derzeitigem Mieter war es im Winter nicht nötig mehr als Gang und Bad zu heizen.",0,0,52.513758,13.455394,3,0,0,4,,,,,,,,610,1830,1,0,0,170,2,8066255,,,0,0,1,,,,,,10245,7.439024390243903,1,,0,0,,0,1,82qm Wohnung ab 1.7.2020 in Berlin Friedrichshain zu vermieten,0,,780,0
Florastr.,60,1,2020-06-26,0000-00-00,1,1,0,1,,0,1,0,0,,,,,,1,2,0,,,"Wir suchen Nachmieter für unsere charmante 2-Zimmer Wohnung. Sie befindet sich im ersten Stock eins historischen Gebäudes aus den 1930er Jahren, ca. 60 m², mit 2 hellen, separaten Zimmern und einem Balkon - perfekt als WG oder für Paare.
Sie liegt direkt zwischen Prenzlauer Berg und Pankow und bietet eine hervorragende Verkehrsanbindung: Ein kurzer Spaziergang zur U-Bahn und S-Bahn und 10 Minuten Direktverbindung zum Alexanderplatz und zur Friedrichstr. jeweils; ebenfalls in 10 min. ist die Schönhauser Allee zu Fuß erreichbar. Die Wohnung liegt in einer ruhigen Seitenstraße in
einer grünen Umgebung. Sehr gute Einkaufsmöglichkeiten mit mehreren Supermärkten und einigen charmanten Geschäften in der Nähe. Sie wurde im 2019 komplett renoviert. 
Die Wohnung ist voll möbliert, hat WiFi, eine Waschmaschine, Badewanne; Balkon. Die Küche ist komplett ausgestattet.

Die Wohnung ist ab Juni/Juli langfristig verfügbar. Wir freuen uns, von Ihnen zu hören und eine (online) Besichtigung der Wohnung zu organisieren.",1,0,52.525669,13.626917,0,0,2,0,,,,,,,,1100,,1,0,0,,2,8040922,,,0,0,0,,,,,,13178,18.333333333333332,3,,1,0,,0,0,Ruhige 2-Zimmer-Wohnung mit Berliner Charme,0,,1100,1
Dolziger Str,48,0,2020-07-01,0000-00-00,0,1,0,0,,0,0,0,0,,,,,,1,2,0,,,"Hallo zusammen,

wir sind eine kleine Familie mit einem 1,5-jährigen Sohn. 
Da wir etwas überraschend weiteren Nachwuchs erwarten, suchen wir sehr dringend eine größere Wohnung.

Wir bieten:- schöne 2 Zimmerwohnung- im schönen Nordkiez Friedrichshains (Dolziger Str.)- nette Nachbarn- aktuell 616€ warm

Wir suchen:- 3-4 Zimmerwohnung- Friedrichshain (oder Prenzlauer Berg, Lichtenberg, Kaskelkiez)- max 1400€ warm

Wir sind beide berufstätig, haben alle Unterlagen/Gehaltsnachweise parat und freuen uns über alle Vorschläge :)

Liebe Grüße!
Daria und Philipp",0,0,52.519127,13.466436,1,0,2,2,,,,,,,,553,,0,1,0,63,2,8066762,,,0,0,0,,,,,,10247,11.520833333333334,0,,0,1,,0,0,TAUSCH: 2-Zimmer gegen 3-4 Zimmer-Wohnung in Friedrichshain,0,,616,0
